number,date,state,g/r,g,r,name,img,age,how,kbp_link,news_link_text 
292,"March 30, 2015",IN,M/W,M,W,Gregory Thomas Smith,"""http://www.killedbypolice.net/victims/150287.jpg""",39,T ,"""http://facebook.com/KilledByPolice/posts/1016010811760389""","""http://www.nwitimes.com/news/local/lake/hobart-man-dies-while-in-police-custody/article_8c40ecd0-25ee-537c-a247-168e9f79d438.html"""
291,"March 30, 2015",VA,M/B,M,B,Dominick R. Wise,"""http://www.killedbypolice.net/victims/150286.jpg""",30,T ,"""http://facebook.com/KilledByPolice/posts/1016004831760987""","""http://www.fredericksburg.com/news/crime_courts/culpeper-man-dies-after-being-tasered-by-police/article_46debc2a-d727-11e4-a18f-5b06a6f5b1bd.html"""
290,"March 30, 2015",KY,M/B,M,B,Byron Herbert,"""http://www.killedbypolice.net/victims/150285.jpg""",29,G ,"""http://facebook.com/KilledByPolice/posts/1015898955104908""","""http://www.wlky.com/news/man-shot-by-police-officer-after-domestic-dispute/32082672"""
289,"March 30, 2015",MD,T/B,T,B,Ricky Shawatza Hall,"""http://www.killedbypolice.net/victims/150284.jpg""",27,G ,"""http://facebook.com/KilledByPolice/posts/1015789741782496""","""http://www.myfoxdc.com/story/28647007/police-shooting-after-vehicle-tried-to-ram-gate-at-fort-meade"""
288,"March 30, 2015",NV,M  ,M,unknown,John Allen,,54,G ,"""http://facebook.com/KilledByPolice/posts/1015765345118269""","""http://www.jrn.com/ktnv/news/One-dead-in-Boulder-City-officer-involved-shooting-297996401.html"""
287,"March 30, 2015",CA,M/B,M,B,Jason Moland,"""http://www.killedbypolice.net/victims/150282.jpg""",29,G ,"""http://facebook.com/KilledByPolice/posts/1015759391785531""","""http://www.news10.net/story/news/local/modesto/2015/03/30/ceres-officer-fatal-shooting/70660046/"""
286,"March 29, 2015",OH,M/W,M,W,Robert Rooker,"""http://www.killedbypolice.net/victims/150281.jpg""",26,G ,"""http://facebook.com/KilledByPolice/posts/1015396235155180""","""http://www.10tv.com/content/stories/2015/03/29/pike-county-ohio--officer-involved-shooting-leaves-one-dead.html"""
285,"March 28, 2015",WV,M/W,M,W,Harvey Ellis Oates,"""http://www.killedbypolice.net/victims/150280.jpg""",42,G ,"""http://facebook.com/KilledByPolice/posts/1014633935231410""","""http://wvmetronews.com/2015/03/28/state-police-shoot-armed-man/"""
284,"March 27, 2015",CA,F/B,F,B,Meagan Hockaday,"""http://www.killedbypolice.net/victims/150279.jpg""",26,G ,"""http://facebook.com/KilledByPolice/posts/1014577178570419""","""http://www.vcstar.com/news/local-news/oxnard/oxnard-woman-killed-by-police-after-domestic-dispute-call_34372240"""
283,"March 27, 2015",CA,M/L,M,L,Adrian Hernandez,"""http://www.killedbypolice.net/victims/150278.jpg""",22,G ,"""http://facebook.com/KilledByPolice/posts/1014553541906116""","""http://www.turnto23.com/news/local-news/pursuit-ends-in-gunfire-near-garces-high-school"""
282,"March 27, 2015",MA,M/B,M,B,Angelo West,"""http://www.killedbypolice.net/victims/150277.jpg""",41,G ,"""http://facebook.com/KilledByPolice/posts/1014336905261113""","""http://www.bostonglobe.com/metro/2015/03/27/police-officer-shot-roxbury/yVrrI7dn3BeT8iWX9wKL3M/story.html"""
281,"March 27, 2015",CA,M/W,M,W,Gary Kendrick,"""http://www.killedbypolice.net/victims/150276.jpg""",56,G ,"""http://facebook.com/KilledByPolice/posts/1014237285271075""","""http://www.utsandiego.com/news/2015/mar/27/deputy-shooting-encinitas-shadytree-/"""
280,"March 27, 2015",AL,M/B,M,B,Douglas Harris,"""http://www.killedbypolice.net/victims/150275.jpg""",77,G ,"""http://facebook.com/KilledByPolice/posts/1014162441945226""","""http://www.myfoxal.com/story/28633139/man-77-shot-by-birmingham-officer-in-february-dies-of-his-injuries"""
279,"March 27, 2015",CA,M/A,M,A,Carl Lao,,28,G ,"""http://facebook.com/KilledByPolice/posts/1014154308612706""","""http://sacramento.cbslocal.com/2015/03/27/stockton-man-who-exchanged-gunfire-with-officers-dies/"""
278,"March 27, 2015",FL,M/B,M,B,Jamalis Hall,"""http://www.killedbypolice.net/victims/150273.jpg""",39,G ,"""http://facebook.com/KilledByPolice/posts/1014148585279945""","""http://www.wptv.com/news/region-st-lucie-county/fort-pierce/officer-involved-shooting-in-fort-pierce"""
277,"March 27, 2015",MA,M  ,M,unknown,Neil Seifert,,40,G ,"""http://facebook.com/KilledByPolice/posts/1013942275300576""","""http://www.whdh.com/story/28629090/authorities-investigating-officer-involved-shooting-in-webster"""
276,"March 27, 2015",KS,F/W,F,W,Deanne Choate,"""http://www.killedbypolice.net/victims/150271.jpg""",53,G ,"""http://facebook.com/KilledByPolice/posts/1013927101968760""","""http://www.kshb.com/news/local-news/officer-involved-shooting-in-gardner-kan-leaves-1-woman-dead-2-officers-on-administrative-leave"""
275,"March 26, 2015",CA,M/W,M,W,Scott Dunham,"""http://www.killedbypolice.net/victims/150270.jpg""",57,G ,"""http://facebook.com/KilledByPolice/posts/1013720441989426""","""http://www.mercurynews.com/crime-courts/ci_27793496/san-jose-police-officers-return-fire-fatally-wounded"""
274,"March 26, 2015",CA,M/L,M,L,Adrian Gustavo Solis,"""http://www.killedbypolice.net/victims/150269.jpg""",35,G ,"""http://facebook.com/KilledByPolice/posts/1013545658673571""","""http://www.nbclosangeles.com/news/local/Police-Officer-Involved-Shooting-OIS-Wilmington-297673271.html"""
273,"March 25, 2015",SC,M/B,M,B,Jeremy Lorenza Kelly,"""http://www.killedbypolice.net/victims/150268.jpg""",27,G ,"""http://facebook.com/KilledByPolice/posts/1012976565397147""","""http://www.carolinalive.com/news/story.aspx?id=1182204#.VRLErlX3-ix"""
272,"March 25, 2015",CA,M/L,M,L,Victor Daniel Terrazas,,28,G ,"""http://facebook.com/KilledByPolice/posts/1012930955401708""","""http://abc7.com/news/fatal-shooting-suspect-killed-by-deputies-after-exchanging-gunfire/572126/"""
271,"March 24, 2015",KY,M/W,M,W,Jeffrey L. Jackson,"""http://www.killedbypolice.net/victims/150266.jpg""",47,R ,"""http://facebook.com/KilledByPolice/posts/1013004452061025""","""http://www.lex18.com/story/28601132/whitley-county-man-dies-during-struggle-with-police#.VRGvvx_8PcI.facebook"""
270,"March 24, 2015",WI,M/W,M,W,Steven Timothy Snyder,"""http://www.killedbypolice.net/victims/150265.jpg""",38,G ,"""http://facebook.com/KilledByPolice/posts/1012946348733502""","""http://wbay.com/2015/03/24/officer-shot-in-fond-du-lac-standoff/"""
269,"March 24, 2015",AZ,M/W,M,W,Joseph Tassinari,"""http://www.killedbypolice.net/victims/150264.jpg""",63,G ,"""http://facebook.com/KilledByPolice/posts/1012933755401428""","""http://www.abc15.com/news/region-west-valley/glendale/police-investigating-officer-involved-shooting-in-glendale"""
268,"March 24, 2015",GA,M/B,M,B,Nicholas Thomas,"""http://www.killedbypolice.net/victims/150263.jpg""",23,G ,"""http://facebook.com/KilledByPolice/posts/1012648645429939""","""http://www.cbs46.com/story/28611922/details-emerge-in-deadly-cobb-county-police-shooting"""
267,"March 24, 2015",VA,M/B,M,B,Walter Brown III,"""http://www.killedbypolice.net/victims/150262.jpg""",29,G ,"""http://facebook.com/KilledByPolice/posts/1012642972097173""","""http://wavy.com/2015/03/24/portsmouth-police-confirm-officer-involved-shooting/"""
266,"March 23, 2015",WA,M/W,M,W,Mycheal J. Lynch,"""http://www.killedbypolice.net/victims/150261.jpg""",32,R ,"""http://facebook.com/KilledByPolice/posts/1012050195489784""","""http://www.oregonlive.com/clark-county/index.ssf/2015/03/clark_county_jail_inmate_dies_1.html"""
265,"March 23, 2015",NY,M/B,M,B,Denzel Brown,"""http://www.killedbypolice.net/victims/150260.jpg""",21,G ,"""http://facebook.com/KilledByPolice/posts/1011764592185011""","""https://www.longislandexchange.com/press-releases/suspect-dies-after-officer-involved-shooting-in-bay-shore/"""
264,"March 23, 2015",OR,M/W,M,W,Christopher Ryan Healy,"""http://www.killedbypolice.net/victims/150259.jpg""",36,G ,"""http://facebook.com/KilledByPolice/posts/1011790618849075""","""http://www.oregonlive.com/pacific-northwest-news/index.ssf/2015/03/man_shot_by_police_in_east_por.html"""
263,"March 22, 2015",AZ,M/W,M,W,Enoch Gaver,"""http://www.killedbypolice.net/victims/150258.jpg""",21,G ,"""http://facebook.com/KilledByPolice/posts/1011143012247169""","""http://verdenews.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=65015"""
262,"March 22, 2015",OK,M/W,M,W,James Moore,"""http://www.killedbypolice.net/victims/150257.jpg""",43,V ,"""http://facebook.com/KilledByPolice/posts/1011130585581745""","""http://www.newson6.com/story/28582219/tulsa-patrol-officer-strikes-kills-pedestrian-crossing-south-lewis"""
261,"March 22, 2015",CA,M/L,M,L,Devin James Gates,,24,G ,"""http://facebook.com/KilledByPolice/posts/1011117055583098""","""http://www.sfgate.com/bayarea/article/Santa-Clara-police-fatally-shoot-robbery-suspect-6151158.php"""
260,"March 22, 2015",CA,M/W,M,W,Phillip Conley,"""http://www.killedbypolice.net/victims/150255.jpg""",37,G ,"""http://facebook.com/KilledByPolice/posts/1011111642250306""","""http://kron4.com/2015/03/22/vallejo-police-kill-knife-wielding-man-displaying-fake-gun-in-his-waistband/"""
259,"March 21, 2015",OH,M/W,M,W,Jason L. Smith,"""http://www.killedbypolice.net/victims/150254.jpg""",42,G ,"""http://facebook.com/KilledByPolice/posts/1010854665609337""","""http://www.nbc4i.com/story/28581173/officer-involved-shooting-on-citys-north-side"""
258,"March 21, 2015",IN,M/W,M,W,Gary Page,"""http://www.killedbypolice.net/victims/150253.jpg""",60,G ,"""http://facebook.com/KilledByPolice/posts/1010741785620625""","""http://wthitv.com/2015/03/21/one-person-dead-after-police-action-shooting/"""
257,"March 21, 2015",OK,M/I,M,I,Tyrel Wes Vick,"""http://www.killedbypolice.net/victims/150252.jpg""",34,G ,"""http://facebook.com/KilledByPolice/posts/1010681015626702""","""http://www.newson6.com/story/28578606/ohp-shots-fired-in-chase-with-suspect-vehicle-in-coal-county"""
256,"March 21, 2015",NY,M/W,M,W,James J. Ellis,"""http://www.killedbypolice.net/victims/150251.jpg""",44,G ,"""http://facebook.com/KilledByPolice/posts/1010609568967180""","""http://www.whec.com/news/stories/S3742306.shtml?cat=565"""
255,"March 20, 2015",LA,M/B,M,B,Richard White,"""http://www.killedbypolice.net/victims/150250.jpg""",63,G ,"""http://facebook.com/KilledByPolice/posts/1010794745615329""","""http://www.nola.com/crime/index.ssf/2015/03/new_orleans_airport_machete_at.html"""
254,"March 20, 2015",AL,M/W,M,W,Gilbert Fleury,"""http://www.killedbypolice.net/victims/150249.jpg""",54,G ,"""http://facebook.com/KilledByPolice/posts/1009969329031204""","""http://www.al.com/news/mobile/index.ssf/2015/03/man_shot_in_confrontation_with.html"""
253,"March 19, 2015",CA,M/W,M,W,Robert Paul Burdge,"""http://www.killedbypolice.net/victims/150248.jpg""",36,G ,"""http://facebook.com/KilledByPolice/posts/1010138519014285""","""http://www.bakersfieldnow.com/news/local/SWAT-teams-search-for-shooting-suspect-296879031.html"""
252,"March 19, 2015",AZ,M/I,M,I,Justin Fowler,"""http://www.killedbypolice.net/victims/150247.jpg""",24,G ,"""http://facebook.com/KilledByPolice/posts/1009427495752054""","""http://www.kob.com/article/stories/s3740954.shtml#.VQuzRFX3-iw"""
251,"March 19, 2015",WA,M/W,M,W,Jamison E. Childress,"""http://www.killedbypolice.net/victims/150246.jpg""",20,G ,"""http://facebook.com/KilledByPolice/posts/1009300742431396""","""http://www.bellinghamherald.com/2015/03/19/4195332_one-killed-in-shooting-near-sumas.html?rh=1"""
250,"March 19, 2015",OH,M/W,M,W,Adam Jovicic,"""http://www.killedbypolice.net/victims/150245.jpg""",29,G ,"""http://facebook.com/KilledByPolice/posts/1009124289115708""","""http://www.cleveland.com/akron/index.ssf/2015/03/kent_police_says_officer_invol.html"""
249,"March 19, 2015",FL,M/B,M,B,Kendre Omari Alston,"""http://www.killedbypolice.net/victims/150244.jpg""",16,G ,"""http://facebook.com/KilledByPolice/posts/1009097129118424""","""http://jacksonville.com/news/crime/2015-03-19/story/1-dead-1-sought-jacksonville-police-shooting"""
248,"March 19, 2015",OH,M/B,M,B,Brandon Jones,"""http://www.killedbypolice.net/victims/150243.jpg""",18,G ,"""http://facebook.com/KilledByPolice/posts/1009074605787343""","""http://www.cleveland.com/metro/index.ssf/2015/03/man_shot_by_cleveland_police_o_3.html"""
247,"March 19, 2015",AL,M/W,M,W,Shane Watkins,"""http://www.killedbypolice.net/victims/150242.jpg""",39,G ,"""http://facebook.com/KilledByPolice/posts/1008791469148990""","""http://www.waaytv.com/appnews/officer-involved-shooting-in-lawrence-county/article_542fc7c0-ce3a-11e4-ab4a-33bacc268443.html"""
246,"March 19, 2015",FL,M/W,M,W,Garland Lee Wingo I,,64,G ,"""http://facebook.com/KilledByPolice/posts/1008768119151325""","""http://www.tallahassee.com/story/news/local/2015/03/18/tpd-investigating-crime-scene-at-lake-ella/24990789/"""
245,"March 19, 2015",ID,M/W,M,W,Brandon Rapp,"""http://www.killedbypolice.net/victims/150240.jpg""",31,G ,"""http://facebook.com/KilledByPolice/posts/1008764442485026""","""http://www.kboi2.com/news/local/One-man-dead-after-officer-involved-shooting-near-Middleton-296853661.html"""
244,"March 18, 2015",AZ,F/W,F,W,Kaylene Stone,"""http://www.killedbypolice.net/victims/150239.jpg""",49,G ,"""http://facebook.com/KilledByPolice/posts/1008278305866973""","""http://www.azcentral.com/story/news/local/glendale/2015/03/18/glendale-police-officer-involved-shooting-peoria/24972525/"""
243,"March 18, 2015",GA,M/B,M,B,Askari Roberts,"""http://www.killedbypolice.net/victims/150238.jpg""",35,T ,"""http://facebook.com/KilledByPolice/posts/1008047202556750""","""http://www.northwestgeorgianews.com/rome/gbi-asked-to-investigate-officer-involved-death-on-morton-bend/article_3574dd54-cd57-11e4-9b46-d3f30165f444.html"""
242,"March 18, 2015",CA,M/W,M,W,Jeff Alexander,,47,G ,"""http://facebook.com/KilledByPolice/posts/1008010745893729""","""http://www.turnto23.com/news/local-news/bakersfield-police-officer-shoots-knife-wielding-man-in-downtown-hotel-031815"""
241,"March 17, 2015",HI,M/PI,M,PI,Sheldon Haleck,"""http://www.killedbypolice.net/victims/150236.jpg""",38,TR,"""http://facebook.com/KilledByPolice/posts/1008059199222217""","""http://www.hawaiinewsnow.com/story/28546370/combative-man-dies-following-arrest-near-iolani-palace"""
240,"March 17, 2015",CA,M/L,M,L,Roberto Jose Leon,"""http://www.killedbypolice.net/victims/150235.jpg""",22,G ,"""http://facebook.com/KilledByPolice/posts/1007809569247180""","""http://www.natomasbuzz.com/2015/03/suspect-in-chp-officer-shotting-surrounded-in-natomas/"""
239,"March 17, 2015",CA,F/W,F,W,Alice Brown,"""http://www.killedbypolice.net/victims/150234.jpg""",24,G ,"""http://facebook.com/KilledByPolice/posts/1007738685920935""","""http://www.sfgate.com/crime/article/SF-police-involved-in-shooting-in-Lower-Pacific-6141300.php"""
238,"March 17, 2015",NC,M/W,M,W,Declan Owen,"""http://www.killedbypolice.net/victims/150233.jpg""",24,G ,"""http://facebook.com/KilledByPolice/posts/1007717835923020""","""http://www.wect.com/story/28546766/one-dead-after-officer-involved-shooting-in-bladen-county"""
237,"March 17, 2015",LA,M  ,M,unknown,David P. Watford,,47,V ,"""http://facebook.com/KilledByPolice/posts/1007676715927132""","""http://www.shreveporttimes.com/story/news/local/2015/03/17/alabama-man-dies-walking-along-highway-madison-parish/24912295/"""
236,"March 17, 2015",TX,M/W,M,W,Eugene Frank Smith II,"""http://www.killedbypolice.net/victims/150231.jpg""",20,G ,"""http://facebook.com/KilledByPolice/posts/1007630105931793""","""http://www.ktre.com/story/28544196/law-enforcement-confirms-officer-involved-shooting-at-gas-station-in-onalaska"""
235,"March 17, 2015",OR,M/W,M,W,Andrew Charles Shipley,"""http://www.killedbypolice.net/victims/150230.jpg""",49,G ,"""http://facebook.com/KilledByPolice/posts/1007620899266047""","""http://www.mailtribune.com/article/20150317/NEWS/150319641/101064/NEWS"""
234,"March 16, 2015",NC,M/W,M,W,William Dean Poole,"""http://www.killedbypolice.net/victims/150229.jpg""",52,G ,"""http://facebook.com/KilledByPolice/posts/1007077395987064""","""http://www.gastongazette.com/spotlight/police-fatally-shoot-man-after-veterans-affairs-call-them-to-home-relative-says-1.451831"""
233,"March 16, 2015",MN,M/W,M,W,Justin Todd Tolkinen,"""http://www.killedbypolice.net/victims/150228.jpg""",28,G ,"""http://facebook.com/KilledByPolice/posts/1006999222661548""","""http://www.kare11.com/story/news/2015/03/16/st-paul-police-on-scene-of-officer-involved-shooting/24870725/"""
232,"March 15, 2015",MS,M/W,M,W,Troy Ray Boyd,"""http://www.killedbypolice.net/victims/150227.jpg""",36,G ,"""http://facebook.com/KilledByPolice/posts/1006744906020313""","""http://www.wjtv.com/story/28525308/deputy-involved-shooting-in-pike-county"""
231,"March 15, 2015",CT,M  ,M,unknown,David Werblow,,41,TR,"""http://facebook.com/KilledByPolice/posts/1006435902717880""","""http://www.nhregister.com/general-news/20150315/state-police-man-dies-after-taser-use-by-branford-police"""
230,"March 14, 2015",TX,M/W,M,W,James Fred Sizer,"""http://www.killedbypolice.net/victims/3023.jpg""",Sr.,T,"""http://facebook.com/KilledByPolice/posts/1156543961040406""","""http://www.mystatesman.com/news/news/local/lawsuit-reveals-unreported-death-after-austin-poli/npkS3/"""
229,"March 14, 2015",CA,M  ,M,unknown,Andrew Driver,,unknown,G ,"""http://facebook.com/KilledByPolice/posts/1005741079454029""","""http://www.pe.com/articles/officers-762377-fontana-police.html"""
228,"March 14, 2015",WI,M/W,M,W,Aaron Siler,"""http://www.killedbypolice.net/victims/150224.jpg""",26,G ,"""http://facebook.com/KilledByPolice/posts/1005543976140406""","""http://www.buzzfeed.com/davidmack/wisconsin-police-fatally-shoot-suspect#.eaALx0O6V"""
227,"March 14, 2015",WV,M/W,M,W,Clifton Reintzel,"""http://www.killedbypolice.net/victims/150223.jpg""",53,G ,"""http://facebook.com/KilledByPolice/posts/1005486779479459""","""http://www.wowktv.com/story/28497921/wva-man-shot-by-police-after-threatening-them-with-knife"""
226,"March 14, 2015",TX,M/L,M,L,Richard Castilleja,"""http://www.killedbypolice.net/victims/150222.jpg""",29,G ,"""http://facebook.com/KilledByPolice/posts/1005468026148001""","""http://www.kens5.com/story/news/crime/2015/03/14/officer-involved-shooting-leaves-suspect-dead/24754547/"""
225,"March 13, 2015",CA,M/L,M,L,"Salome ""Jr"" Rodriguez","""http://www.killedbypolice.net/victims/150221.jpg""",23,G ,"""http://facebook.com/KilledByPolice/posts/1006943489333788""","""http://ktla.com/2015/03/16/loved-ones-remember-23-year-old-killed-in-pomona-search-for-missing-lapd-officer-continues/"""
224,"March 13, 2015",CA,M/L,M,L,James Richard Jimenez,"""http://www.killedbypolice.net/victims/150220.jpg""",41,G ,"""http://facebook.com/KilledByPolice/posts/1005461006148703""","""http://napavalleyregister.com/news/local/man-wounded-in-police-shooting-in-alta-heights/article_a8ab9b2b-8ee5-51d8-9464-6781d3c3fe40.html"""
223,"March 13, 2015",MO,M  ,M,unknown,Fred E. Liggett Jr.,,59,G ,"""http://facebook.com/KilledByPolice/posts/1005027262858744""","""http://www.kansascity.com/news/local/crime/article14023826.html"""
222,"March 13, 2015",CA,M/L,M,L,Antonio Perez,"""http://www.killedbypolice.net/victims/150218.jpg""",32,G ,"""http://facebook.com/KilledByPolice/posts/1004922946202509""","""http://www.presstelegram.com/general-news/20150313/foot-pursuit-in-unincorporated-walnut-park-ends-in-fatal-deputy-involved-shooting"""
221,"March 12, 2015",TX,M/B,M,B,Jonathan Ryan Paul,"""http://www.killedbypolice.net/victims/150217.jpg""",42,CR ,"""http://facebook.com/KilledByPolice/posts/1005510716143732""","""http://crimeblog.dallasnews.com/2015/03/man-in-arlington-police-custody-hospitazlied.html/"""
220,"March 12, 2015",DC,M/B,M,B,Bobby Gross,"""http://www.killedbypolice.net/victims/150216.jpg""",35,G ,"""http://facebook.com/KilledByPolice/posts/1004631732898297""","""http://wtop.com/dc/2015/03/shooting-at-potomac-ave-metro-station/"""
219,"March 12, 2015",AZ,M/W,M,W,Ryan Dean Burgess,"""http://www.killedbypolice.net/victims/150215.jpg""",31,G ,"""http://facebook.com/KilledByPolice/posts/1004429752918495""","""http://www.reviewjournal.com/news/nevada/kingman-police-shoot-kill-man-brandishing-bb-gun"""
218,"March 11, 2015",CA,M/L,M,L,Aaron Valdez,,25,G ,"""http://facebook.com/KilledByPolice/posts/1004096086285195""","""http://abc7.com/554718/"""
217,"March 11, 2015",CA,M/L,M,L,Benito Osorio,"""http://www.killedbypolice.net/victims/150213.jpg""",39,G ,"""http://facebook.com/KilledByPolice/posts/1004087199619417""","""http://www.latimes.com/local/lanow/la-me-ln-santa-ana-police-shoot-kill-man-20150311-story.html"""
216,"March 11, 2015",LA,M/B,M,B,Jamie Croom,"""http://www.killedbypolice.net/victims/150212.jpg""",31,G ,"""http://facebook.com/KilledByPolice/posts/1004002119627925""","""http://www.wafb.com/story/28385884/coroner-reports-jamie-croom-accused-of-killing-us-marshal-has-died"""
215,"March 11, 2015",MD,M/B,M,B,Terry Garnett Jr.,"""http://www.killedbypolice.net/victims/150211.jpg""",37,G ,"""http://facebook.com/KilledByPolice/posts/1003878909640246""","""http://baltimore.cbslocal.com/2015/03/11/suspect-killed-after-brief-pursuit/"""
214,"March 11, 2015",TN,M/W,M,W,James Greenwell,"""http://www.killedbypolice.net/victims/150210.jpg""",31,G ,"""http://facebook.com/KilledByPolice/posts/1003832676311536""","""http://www.commercialappeal.com/news/local-news/crime/police-respond-to-standoff-in-midtown"""
213,"March 11, 2015",NJ,F/A,F,A,Hue Dang,,64,V ,"""http://facebook.com/KilledByPolice/posts/1003820676312736""","""http://www.nj.com/bergen/index.ssf/2015/03/detective_fatally_strikes_woman_with_bergen_county.html"""
212,"March 11, 2015",OH,M/B,M,B,Terrance Moxley,"""http://www.killedbypolice.net/victims/150208.jpg""",29,T ,"""http://facebook.com/KilledByPolice/posts/1003740772987393""","""http://www.19actionnews.com/story/28382544/possible-taser-death-under-investigation-in-mansfield"""
211,"March 11, 2015",CA,M/L,M,L,Edixon Ivan Franco,"""http://www.killedbypolice.net/victims/150207.jpg""",37,G ,"""http://facebook.com/KilledByPolice/posts/1003691032992367""","""http://abc7.com/news/sword-wielding-suspect-shot-dead-by-police-in-ontario/553349/"""
210,"March 11, 2015",OH,M/B,M,B,Theodore Johnson,"""http://www.killedbypolice.net/victims/150206.jpg""",64,G ,"""http://facebook.com/KilledByPolice/posts/1003687036326100""","""http://www.19actionnews.com/story/28380324/one-dead-after-officer-involved-shooting-in-cleveland"""
209,"March 10, 2015",AL,M  ,M,unknown,William Russell Smith,,53,G ,"""http://facebook.com/KilledByPolice/posts/1003685156326288""","""http://www.al.com/news/birmingham/index.ssf/2015/03/man_shot_killed_by_hoover_poli.html"""
208,"March 10, 2015",FL,M/B,M,B,Cedrick Lamont Bishop,"""http://www.killedbypolice.net/victims/150204.jpg""",30,G ,"""http://facebook.com/KilledByPolice/posts/1003247949703342""","""http://www.wesh.com/news/man-shot-after-shooting-at-brevard-county-deputy-sheriffs-office/31706858"""
207,"March 10, 2015",GA,M/W,M,W,Christopher Mitchell,"""http://www.killedbypolice.net/victims/150203.jpg""",23,G ,"""http://facebook.com/KilledByPolice/posts/1003220303039440""","""http://www.wtvm.com/story/28348584/gbi-called-out-to-investigate-officer-involved-shooting-in-port-wentworth"""
206,"March 9, 2015",CO,M/W,M,W,James Brent Damon,"""http://www.killedbypolice.net/victims/150202.jpg""",46,G ,"""http://facebook.com/KilledByPolice/posts/1003317829696354""","""http://www.craigdailypress.com/news/2015/mar/10/officer-involved-shooting-near-dinosaur-under-inve/"""
205,"March 9, 2015",NC,M/W,M,W,Lester Randolph Brown,"""http://www.killedbypolice.net/victims/150201.jpg""",58,G ,"""http://facebook.com/KilledByPolice/posts/1002940566400747""","""http://www.wlos.com/news/features/top-stories/stories/one-dead-after-officer-involved-shooting-20034.shtml#.VP5OaY73-iw"""
204,"March 9, 2015",GA,M/B,M,B,Anthony Hill,"""http://www.killedbypolice.net/victims/150200.jpg""",27,G ,"""http://facebook.com/KilledByPolice/posts/1002783456416458""","""http://www.11alive.com/story/news/crime/2015/03/09/dekalb-county-officer-involved-shooting/24657009/"""
203,"March 8, 2015",CA,F/B,F,B,Monique Jenee Deckard,"""http://www.killedbypolice.net/victims/150199.jpg""",43,G ,"""http://facebook.com/KilledByPolice/posts/1002350579793079""","""http://www.nbclosangeles.com/news/local/Police-Shoot-Woman-Anaheim-Laundromat-295557591.html"""
202,"March 8, 2015",DE,M/W,M,W,Michael L. McKillop,"""http://www.killedbypolice.net/victims/150198.jpg""",35,G ,"""http://facebook.com/KilledByPolice/posts/1002122573149213""","""http://www.delawareonline.com/story/news/crime/2015/03/08/man-shot-killed/24605201/"""
201,"March 8, 2015",OK,M/L,M,L,Aurelio V. Duarte,"""http://www.killedbypolice.net/victims/150197.jpg""",40,G ,"""http://facebook.com/KilledByPolice/posts/1001995983161872""","""http://www.news9.com/story/28291336/fatal-officer-involved-shooting-in-sw-okc"""
200,"March 7, 2015",AZ,M/L,M,L,Adam O'Neal Reinhart,"""http://www.killedbypolice.net/victims/150196.jpg""",29,G ,"""http://facebook.com/KilledByPolice/posts/1001602289867908""","""http://www.azfamily.com/news/Man-shot-and-killed-by-Phoenix-police-officer-295502581.html"""
199,"March 6, 2015",FL,M/B,M,B,Andrew Anthony Williams,"""http://www.killedbypolice.net/victims/150195.jpg""",48,G ,"""http://facebook.com/KilledByPolice/posts/1003257409702396""","""http://jacksonville.com/news/crime/2015-03-09/story/putnam-county-man-shot-and-killed-deputies-during-friday-night-drug"""
198,"March 6, 2015",TX,M/W,M,W,Tony Chance Ross,"""http://www.killedbypolice.net/victims/150194.jpg""",34,T ,"""http://facebook.com/KilledByPolice/posts/1002910583070412""","""http://www.ksstradio.com/2015/03/09/texas-rangers-investigate-death-of-inmate/"""
197,"March 6, 2015",GA,M/B,M,B,Bernard Moore,"""http://www.killedbypolice.net/victims/150193.jpg""",62,V ,"""http://facebook.com/KilledByPolice/posts/1001266539901483""","""http://www.wsbtv.com/news/news/local/officer-hits-man-car-southwest-atlanta/nkQQK/"""
196,"March 6, 2015",WI,M/B,M,B,Tony Terrell Robinson Jr.,"""http://www.killedbypolice.net/victims/150192.jpg""",19,G ,"""http://facebook.com/KilledByPolice/posts/1000749229953214""","""http://host.madison.com/news/local/crime_and_courts/year-old-dead-after-being-shot-by-madison-police-officer/article_2a474f2b-1d94-562b-8bf9-0c5ea86d8d49.html"""
195,"March 6, 2015",CO,M/B,M,B,Naeschylus Vinzant,"""http://www.killedbypolice.net/victims/150191.jpg""",37,G ,"""http://facebook.com/KilledByPolice/posts/1000570933304377""","""http://www.denverpost.com/news/ci_27661209/aurora-police-suspect-sent-hospital-after-officer-involved"""
194,"March 6, 2015",WI,M/B,M,B,Tyrone Ryerson Lawrence,"""http://www.killedbypolice.net/victims/150190.jpg""",45,G ,"""http://facebook.com/KilledByPolice/posts/1000379006656903""","""http://www.wisn.com/news/man-killed-in-overnight-confrontation-with-milwaukee-police/31647500"""
193,"March 5, 2015",NE,M/W,M,W,Tyson Damian Hubbard,"""http://www.killedbypolice.net/victims/150189.jpg""",34,G ,"""http://facebook.com/KilledByPolice/posts/999990816695722""","""http://journalstar.com/news/local/911/suspect-dies-after-officer-involved-shooting/article_04e27841-cc7f-5777-ba4e-964541be9192.html"""
